"";"X0.222336585610218";"X0.413729336226897";"X0.233650170089153";"X0.213146175320576";"X0.45557889322917";"X0.334613856022303";"X0.16143965050863";"X0.293596900416311";"X0.275441919153953";"X0.300941412250967";"X0.36816553927362";"X0.264512872832717";"X0.288394058343437";"X0.34395823047809";"X0.978886803627052";"X0.407965300280505";"X0.264318380247685";"X0.303990177182775";"X0.549845795191298";"X0.248885815756789";"X0.294785780031353";"X0.515848206928941";"X0.312345536471081";"X0.438231449374713";"X0.556118374022432";"X0.257055612709372";"X0.63954547996851";"X0.432641964445891";"X0.151354591214964";"X0.5800502670848"
"1";0,222336585610218;0,413729336226897;0,233650170089153;0,213146175320576;0,45557889322917;0,334613856022303;0,16143965050863;0,293596900416311;0,275441919153953;0,300941412250967;0,36816553927362;0,264512872832717;0,288394058343437;0,34395823047809;0,978886803627052;0,407965300280505;0,264318380247685;0,303990177182775;0,549845795191298;0,248885815756789;0,294785780031353;0,515848206928941;0,312345536471081;0,438231449374713;0,556118374022432;0,257055612709372;0,63954547996851;0,432641964445891;0,151354591214964;0,5800502670848
