"";"X0.155614332394841";"X0.117584726721093";"X0.195346008568176";"X0.140977427142813";"X0.272591108655845";"X0.111438786342361";"X0.404437980842343";"X0.0965380574530588";"X0.0791257649697086";"X0.193675017166573";"X0.0686379186203985";"X0.0916278622710338";"X0.17125741412304";"X0.130979625909016";"X0.042295758956328";"X0.101685245608581";"X0.134215752944593";"X0.0905649596907818";"X.0.0291275815989899";"X0.103653452818329";"X0.0651800190022835";"X.0.000511261304749655";"X0.094361944442847";"X0.0880143535536033";"X0.205149715181344";"X0.201909539433886";"X0.146875647279936";"X0.0907215340591607";"X0.168326716126104";"X0.107145628850572"
"1";0,155614332394841;0,117584726721093;0,195346008568176;0,140977427142813;0,272591108655845;0,111438786342361;0,404437980842343;0,0965380574530588;0,0791257649697086;0,193675017166573;0,0686379186203985;0,0916278622710338;0,17125741412304;0,130979625909016;0,042295758956328;0,101685245608581;0,134215752944593;0,0905649596907818;-0,0291275815989899;0,103653452818329;0,0651800190022835;-0,000511261304749655;0,094361944442847;0,0880143535536033;0,205149715181344;0,201909539433886;0,146875647279936;0,0907215340591607;0,168326716126104;0,107145628850572
