Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,30.610001,33.680000,30.610001,33.369999,28.734489,1972900
2014-02-01,33.169998,36.830002,32.000000,36.500000,31.429701,1547200
2014-03-01,36.459999,36.470001,34.000000,35.730000,30.766665,4147400
2014-04-01,35.779999,37.889999,35.779999,37.509998,32.647202,3223000
2014-05-01,37.549999,38.930000,36.990002,38.470001,33.482742,2379500
2014-06-01,38.500000,39.500000,36.790001,37.790001,32.890896,1980600
2014-07-01,37.790001,38.090000,35.439999,36.549999,32.132561,1741600
2014-08-01,36.299999,37.209999,34.750000,36.480000,32.071011,1479700
2014-09-01,36.380001,37.279999,34.139999,35.759998,31.438038,6707900
2014-10-01,35.980000,35.980000,31.020000,34.310001,30.483662,5478700
2014-11-01,34.320000,36.700001,33.730000,34.970001,31.070063,5135900
2014-12-01,35.000000,35.750000,32.630001,34.860001,30.972330,4764000
2015-01-01,34.880001,35.810001,31.129999,34.369999,30.865519,3919000
2015-02-01,34.400002,38.240002,34.400002,38.240002,34.340919,3054800
2015-03-01,38.160000,42.779999,37.220001,41.919998,37.645691,5099100
2015-04-01,41.950001,44.189999,41.900002,43.000000,38.963882,5172600
2015-05-01,42.970001,45.500000,42.060001,42.730000,38.719219,3931600
2015-06-01,42.400002,43.669998,38.849998,39.310001,35.620239,4551300
2015-07-01,39.299999,43.900002,39.000000,43.820000,40.072445,3371000
2015-08-01,43.990002,48.660000,39.000000,42.200001,38.590996,6789700
2015-09-01,41.840000,46.299999,41.810001,45.040001,41.188118,4845500
2015-10-01,45.160000,49.180000,44.160000,45.520000,41.977577,7084000
2015-11-01,45.570000,48.099998,43.380001,45.049999,41.544155,7364300
2015-12-01,45.230000,46.544998,41.820000,42.509998,39.201817,4839400
2016-01-01,42.099998,42.220001,37.000000,40.259998,37.445976,5759800
2016-02-01,40.000000,40.270000,35.110001,36.099998,33.576748,4250400
2016-03-01,36.169998,40.689999,35.759998,38.500000,35.808998,7881400
2016-04-01,38.480000,42.529999,37.450001,42.209999,39.659695,5472700
2016-05-01,42.340000,43.549999,39.439999,42.650002,40.073116,6143600
2016-06-01,42.459999,42.930000,37.000000,39.520000,37.132221,5166000
2016-07-01,39.869999,40.959999,38.139999,39.139999,37.146351,3818300
2016-08-01,39.119999,44.540001,38.540001,43.119999,40.923626,5914700
2016-09-01,43.290001,43.990002,40.669998,41.330002,39.224800,3425500
2016-10-01,41.330002,43.730000,40.500000,43.450001,41.604694,2911700
2016-11-01,43.520000,48.500000,40.570000,47.630001,45.607166,5564100
2016-12-01,48.000000,48.250000,44.570000,44.689999,42.792027,2487100
2017-01-01,44.810001,47.270000,43.560001,45.779999,44.200993,3479700
2017-02-01,45.830002,47.410000,44.500000,44.910000,43.361000,2696500
2017-03-01,45.320000,48.000000,45.310001,46.970001,45.349949,4973400
2017-04-01,47.139999,50.459999,46.580002,49.730000,48.401096,3907000
2017-05-01,49.700001,51.099998,48.740002,50.290001,48.946133,3717200
2017-06-01,50.349998,55.040001,50.160000,53.810001,52.372070,3544600
2017-07-01,53.970001,54.320000,49.970001,50.610001,49.602234,2790500
2017-08-01,50.520000,51.930000,48.070000,51.770000,50.739136,2788600
2017-09-01,51.990002,52.660000,50.919998,51.910000,50.876347,2218200
2017-10-01,51.849998,58.230000,51.320000,57.820000,57.084412,3221000
2017-11-01,57.849998,60.180000,56.669998,59.849998,59.088581,3580000
2017-12-01,60.000000,60.480000,57.419998,59.910000,59.147820,3012000
2018-01-01,60.099998,62.590000,58.580002,59.560001,59.172039,3500200
2018-02-01,59.549999,60.639999,56.380001,59.209999,58.824314,2995800
2018-03-01,59.029999,61.080002,56.840000,57.700001,57.324154,3518000
