"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30"
"1";1;0,956046384444811;0,979272458027549;0,989530022047825;0,925257866237317;0,924113895325508;0,961520965458176;0,984204387086725;0,86611779945654;0,946796845671059;0,939141014971658;0,8967270327496;0,97320454218145;0,95386628997079;0,597777974106601;0,921028379149326;0,834298631828422;0,841896241441649;-0,499397057505698;0,92174803462837;0,958988563661583;-0,348791532453086;0,941823099477253;0,766853468677018;0,928687397248002;0,977032601455288;0,969091059189233;0,848480414971619;0,969004415437132;0,936933478134386
"2";0,956046384444811;1;0,977790499593047;0,947427059596782;0,966678274544397;0,943851485520951;0,912351782773366;0,945897103080066;0,830031102837951;0,969563612701696;0,931161072362244;0,860039956580444;0,980833037154455;0,886434956553589;0,548218977452928;0,892132337878919;0,780323291151236;0,861702763361003;-0,416713527707856;0,959609562544284;0,925933929914714;-0,267305965943541;0,964812959312193;0,740532583663436;0,955325631728742;0,968872065544269;0,950319961396441;0,836160382209916;0,719146670327761;0,969737823920252
"3";0,979272458027549;0,977790499593047;1;0,972751975837152;0,975843568218616;0,951051092924597;0,927224626569394;0,971685683622402;0,857660174065844;0,981103272140632;0,9456770847893;0,887839874319642;0,990698781781082;0,930441102158572;0,579806376403021;0,901919638862857;0,783797327854437;0,870872996391375;-0,502782213232555;0,963502321278362;0,947132058512784;-0,351182707844856;0,953743498681836;0,757784443668529;0,965565819725287;0,988242704850903;0,965727578358562;0,848951257488601;0,810837442634061;0,946824607588224
"4";0,989530022047825;0,947427059596782;0,972751975837152;1;0,918506211546622;0,897273306561054;0,97146096869566;0,988923297717063;0,910898674948823;0,94138338134612;0,919588770001482;0,933360644839948;0,965783701078103;0,974110850497185;0,667970219878914;0,930739684259319;0,867908237320694;0,821882296748688;-0,537273524439563;0,936549277792809;0,966317268873451;-0,39113585082529;0,936646758343464;0,785058026841974;0,943724299308736;0,967010336173092;0,949281862317113;0,887893518382256;0,947092982730695;0,946415935478795
"5";0,925257866237317;0,966678274544397;0,975843568218616;0,918506211546622;1;0,971578917114154;0,912480087275408;0,936767221111987;0,789891266974069;0,982877950832445;0,949890957194225;0,820322020950932;0,962115124609574;0,86047415649403;0,621845383777285;0,866476964049659;0,678758457550904;0,885889929033564;-0,44550647238827;0,962559691183289;0,871169071129959;-0,281200131781973;0,919349544213939;0,771154986051028;0,954357937433708;0,979751095764812;0,925480716874632;0,821381513029992;0,641416372389453;0,93688933632983
"6";0,924113895325508;0,943851485520951;0,951051092924597;0,897273306561054;0,971578917114154;1;0,975582814566579;0,905246775666952;0,701715336619652;0,960857396517462;0,973451640832303;0,739443322778926;0,947456802080286;0,837153957903967;0,637660704362986;0,864732872897386;0,748255220437858;0,817883037670703;-0,356552098452942;0,910093513519616;0,852844480062713;-0,183898721953202;0,934311964509958;0,711754832139771;0,907015462823052;0,964021703664105;0,938212886536488;0,806713556925184;0,868760256014923;0,95337548052287
"7";0,961520965458176;0,912351782773366;0,927224626569394;0,97146096869566;0,912480087275408;0,975582814566579;1;0,967635525443266;0,868263584812867;0,918519987466544;0,986670823528011;0,854693109082819;0,918535404193302;0,85404665500956;0,956957687057894;0,953459048964738;0,687404569975273;0,816519143380515;-0,616096800922224;0,840738617650416;0,865240190573926;0,0753775706205296;0,921312702971577;0,974139581307111;0,868260236294382;0,976777509178834;0,898086240783685;0,964849947723314;0,961555006894956;0,941033885391366
"8";0,984204387086725;0,945897103080066;0,971685683622402;0,988923297717063;0,936767221111987;0,905246775666952;0,967635525443266;1;0,898324251699907;0,947806301182369;0,934172314555796;0,920280682399582;0,96333188106585;0,962334296567146;0,661083596765369;0,923096101629342;0,801571859119906;0,853604337704109;-0,527394478772794;0,939256125318444;0,949452245379627;-0,375199204626974;0,918039782883789;0,83754083133479;0,938527160725539;0,977259506653777;0,957807929382439;0,879503396443985;0,900601509953844;0,963272981474745
"9";0,86611779945654;0,830031102837951;0,857660174065844;0,910898674948823;0,789891266974069;0,701715336619652;0,868263584812867;0,898324251699907;1;0,816521451205084;0,754041484878783;0,996462117249559;0,845119287568857;0,929695156615286;0,708067145051698;0,811633435984549;0,816598566338473;0,784476662529952;-0,649885464592161;0,871239095023578;0,888092912981552;-0,554977214514619;0,819238158182586;0,792272793729489;0,903010705624178;0,832063856840755;0,884972463252702;0,821495373208041;0,683465809532537;0,900235047106936
"10";0,946796845671059;0,969563612701696;0,981103272140632;0,94138338134612;0,982877950832445;0,960857396517462;0,918519987466544;0,947806301182369;0,816521451205084;1;0,933227317294483;0,844286457311561;0,984214711034908;0,872568956007601;0,553791754731034;0,872282504279796;0,73939051932449;0,854864491822061;-0,501871110741163;0,971237867557259;0,913955175779718;-0,346087699771034;0,938982036477661;0,754018189547213;0,951446357855174;0,978599813207009;0,90815350365866;0,825106210640093;0,586439434360988;0,946141906617314
