Date,Open,High,Low,Close,Adj Close,Volume
1998-03-01,13.900000,15.150000,13.850000,14.800000,11.549424,829500
1998-04-01,14.800000,15.650000,14.550000,14.700000,11.471390,469400
1998-05-01,14.500000,16.150000,14.400000,15.400000,12.067067,2966500
1998-06-01,15.400000,15.400000,14.400000,15.300000,11.988709,746900
1998-07-01,15.350000,17.750000,15.350000,16.350000,12.811462,898200
1998-08-01,16.500000,16.500000,14.000000,14.650000,11.520775,179100
1998-09-01,14.250000,15.000000,13.250000,13.900000,10.930971,55100
1998-10-01,13.500000,17.000000,12.700000,17.000000,13.368814,14800
1998-11-01,17.000000,19.400000,17.000000,19.350000,15.216868,740800
1998-12-01,19.299999,23.000000,19.250000,23.000000,18.151283,521700
1999-01-01,23.299999,27.000000,22.700001,25.250000,19.926964,2072800
1999-02-01,26.000000,27.250000,23.500000,23.750000,18.786535,1445700
1999-03-01,23.750000,27.000000,23.700001,26.549999,21.001362,600100
1999-04-01,26.000000,31.950001,24.750000,29.500000,23.334854,1298600
1999-05-01,30.000000,31.250000,28.400000,30.000000,23.777910,1284400
1999-06-01,28.700001,30.500000,25.900000,26.100000,20.686785,1579400
1999-07-01,26.250000,29.000000,24.750000,25.000000,19.814932,709000
1999-08-01,25.250000,25.250000,22.150000,23.299999,18.511066,858300
1999-09-01,23.900000,24.000000,21.000000,22.750000,18.074110,2005400
1999-10-01,22.500000,23.700001,20.600000,21.750000,17.279642,591500
1999-11-01,21.750000,23.500000,20.000000,22.900000,18.193287,867300
1999-12-01,22.900000,28.250000,22.900000,26.900000,21.429594,845200
2000-01-01,27.000000,32.000000,24.000000,31.100000,24.775478,4368900
2000-02-01,30.900000,48.000000,30.900000,44.250000,35.317493,3771300
2000-03-01,44.750000,49.000000,37.500000,42.950001,34.279911,1495700
2000-04-01,44.000000,44.500000,32.000000,37.000000,29.531029,1074800
2000-05-01,36.250000,39.000000,32.450001,34.250000,27.379957,779900
2000-06-01,34.250000,39.950001,34.000000,36.000000,28.778921,632200
2000-07-01,36.000000,40.000000,35.500000,37.599998,30.057987,1421100
2000-08-01,38.000000,44.500000,36.599998,42.500000,34.028793,3221900
2000-09-01,42.500000,45.200001,39.750000,42.099998,33.708523,2075500
2000-10-01,42.950001,42.950001,33.500000,33.950001,27.182991,898300
2000-11-01,33.750000,35.500000,28.000000,28.950001,23.179604,1136500
2000-12-01,28.500000,37.700001,28.150000,34.200001,27.407379,1736900
2001-01-01,34.250000,38.000000,32.500000,33.450001,26.806347,1373300
2001-02-01,33.250000,34.500000,29.500000,29.500000,23.667519,564100
2001-03-01,30.000000,30.500000,24.250000,25.450001,20.418253,1054700
2001-04-01,25.250000,28.500000,24.750000,25.000000,20.057217,1968900
2001-05-01,25.090000,28.500000,24.750000,27.850000,22.343739,2079500
2001-06-01,28.500000,31.750000,28.000000,28.850000,23.146036,616300
2001-07-01,29.000000,32.750000,29.000000,30.250000,24.269232,526700
2001-08-01,30.230000,30.950001,26.559999,26.950001,21.621683,363500
2001-09-01,26.940001,27.450001,23.350000,24.639999,19.768391,544800
2001-10-01,24.750000,25.250000,18.299999,19.500000,15.644625,668300
2001-11-01,20.250000,23.500000,19.150000,22.000000,17.701063,1553400
2001-12-01,21.750000,23.250000,20.160000,21.590000,17.371183,933600
2002-01-01,21.500000,24.350000,21.250000,22.250000,17.902210,884300
2002-02-01,22.889999,22.889999,20.500000,21.700001,17.489161,1547600
2002-03-01,21.500000,22.000000,20.000000,20.700001,16.683203,502500
2002-04-01,20.250000,20.500000,16.750000,17.500000,14.104159,1720300
2002-05-01,17.500000,18.900000,16.549999,17.020000,13.717299,2002500
2002-06-01,17.440001,18.309999,15.050000,15.600000,12.572849,643500
2002-07-01,15.000000,15.000000,8.010000,10.100000,8.140113,1486500
2002-08-01,10.450000,11.980000,9.060000,11.500000,9.268445,472500
2002-09-01,11.500000,13.000000,9.130000,9.550000,7.696840,551200
2002-10-01,9.750000,10.200000,6.250000,10.000000,8.059520,5836700
2002-11-01,10.000000,11.450000,9.250000,10.900000,8.784874,702900
2002-12-01,10.750000,11.100000,9.100000,9.750000,7.858028,935400
2003-01-01,9.850000,12.520000,9.650000,11.740000,9.461876,1281400
2003-02-01,11.700000,11.750000,9.500000,10.120000,8.156232,317400
2003-03-01,10.250000,13.950000,9.400000,13.570000,10.936766,3005700
2003-04-01,13.680000,16.750000,13.450000,16.400000,13.217609,2352100
2003-05-01,16.250000,18.350000,16.250000,17.400000,14.023560,2258200
2003-06-01,17.410000,20.600000,17.049999,18.250000,14.708623,2909200
2003-07-01,17.250000,19.400000,17.250000,17.840000,14.378184,854300
2003-08-01,17.700001,18.000000,16.250000,16.500000,13.298204,345100
2003-09-01,16.510000,18.100000,16.190001,18.000000,14.507135,1480500
2003-10-01,18.000000,18.900000,16.010000,16.590000,13.370741,3844800
2003-11-01,16.520000,17.250000,15.350000,15.450000,12.451957,1310200
2003-12-01,15.400000,17.200001,15.400000,16.750000,13.499695,1997900
2004-01-01,16.750000,20.150000,16.549999,19.600000,15.796654,1692300
2004-02-01,19.690001,21.980000,19.600000,20.400000,16.441420,1607900
2004-03-01,20.500000,21.000000,17.850000,19.469999,15.691881,920100
2004-04-01,19.650000,22.000000,19.500000,20.650000,16.642902,1570500
2004-05-01,20.629999,21.760000,19.500000,21.700001,17.489161,759700
2004-06-01,21.350000,22.950001,20.650000,22.000000,17.730942,1320200
2004-07-01,21.990000,22.000000,19.700001,19.950001,16.078741,912300
2004-08-01,20.100000,21.950001,19.549999,20.389999,16.433367,280600
2004-09-01,20.500000,21.990000,20.000000,21.750000,17.529455,1035800
2004-10-01,21.500000,22.510000,21.290001,22.299999,17.972731,807800
2004-11-01,22.500000,24.490000,20.020000,23.600000,19.024696,701000
2004-12-01,23.600000,25.750000,23.350000,25.650000,20.677258,549500
2005-01-01,25.629999,25.750000,24.250000,25.549999,20.596645,1116300
2005-02-01,25.549999,26.000000,24.500000,25.590000,20.653162,881000
2005-03-01,25.500000,26.500000,24.799999,25.000000,20.176985,375800
2005-04-01,25.100000,27.000000,24.980000,25.500000,20.580528,623300
2005-05-01,25.500000,26.750000,25.500000,25.850000,20.879171,238700
2005-06-01,26.000000,28.990000,25.500000,27.100000,21.888800,675600
2005-07-01,27.200001,31.700001,26.600000,31.700001,25.604240,1407500
2005-08-01,31.600000,33.189999,30.620001,32.450001,26.245604,740700
2005-09-01,32.400002,32.610001,30.270000,30.620001,24.765499,909600
