"";"NA.TO";"BCE.TO";"CNR.TO";"RY.TO";"ATD.B.TO";"GIBA.TO";"DOL.TO";"BMO.TO";"POW.TO";"MRU.TO";"QBRB.TO";"PWF.TO";"SAP.TO";"IAG.TO";"AC.TO";"CAE.TO";"SNC.TO";"PJC.A.TO";"BBDB.TO";"TAP";"LB.TO";"DOO.TO";"CCA.TO";"TCL.A.TO";"GIL.TO";"RCH.TO";"TFII.TO";"BLX.TO";"WSP.TO";"INE.TO"
"1";19,9288225714286;25,413218;31,5698298571429;37,9431990952381;17,6292405263158;23,7561907619048;60,493141;40,9437104761905;18,3023993809524;13,5581791904762;9,60618742857143;19,364983047619;14,8549886666667;27,1696408947368;8,50166675;9,43774176190476;34,4824295625;12,7304252857143;5,48209523809524;39,5622462380952;25,7864642857143;41,8989879073885;35,4959752857143;12,2648694761905;15,28596305;8,87568638095238;14,9283229333333;9,10866742857143;41,3790914;8,19218818181818
