"";"NA.TO";"BCE.TO";"CNR.TO";"RY.TO";"ATD.B.TO";"GIBA.TO";"DOL.TO";"BMO.TO";"POW.TO";"MRU.TO";"QBRB.TO";"PWF.TO";"SAP.TO";"IAG.TO";"AC.TO";"CAE.TO";"SNC.TO";"PJC.A.TO";"BBDB.TO";"TAP";"LB.TO";"DOO.TO";"CCA.TO";"TCL.A.TO";"GIL.TO";"RCH.TO";"TFII.TO";"BLX.TO";"WSP.TO";"INE.TO"
"1";17,0465209267495;15,6774453991531;31,082707643145;27,4191122158912;21,3655524238258;21,529134669842;49,764926066875;25,2659322337764;7,88561153800585;13,964735180454;5,51957406705171;9,26240829700355;14,3952298544434;13,8645746312498;7,63374197853507;5,39460578853058;13,6825731480285;6,26251315494951;4,17294311854313;24,5551178071918;13,4645461280866;28,6983011607612;19,2204538825852;5,88490187034332;12,8408148773782;8,8275974539963;9,69937432082457;5,58957411792376;10,3392522036685;3,73499802062477
